ObjectID,Title,Classification,Year,Epoch,Movement,Medium,ImageURL
10880.0,Plate XI from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4e5bc4375f1027ea
10881.0,Plate XII from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=09305d0b9b261d45
10882.0,Plate XIII from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fbc216b2fc7f72bf
10883.0,Plate XIV from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c45692687d58111f
10884.0,Plate XV from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5e60814f1d4573a7
10885.0,Plate XVI from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint and engraving from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=22a53524d126edb0
10886.0,Plate XVII from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint and engraving from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dcab675697990976
10887.0,Plate XVIII from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching and aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f25205d206975de8
10888.0,Plate XIX from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching and aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6ecde34d93498f14
10889.0,Plate II from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cd702931e8b4ec41
10890.0,Plate XX from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching and aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=aff588799d8d1ec2
10891.0,Plate XXI from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching and aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=209cccb2af846479
10892.0,Plate XXII from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Drypoint and aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cc6e4e702e46ce3e
10893.0,Table of plates from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ba0c0c2a71a530e9
10894.0,Variant of plate VI from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint with pastel additions from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ffce92532b1900d0
10895.0,Wrapper front from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching, drypoint, and aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7f2b5ceef1ae319a
10896.0,Plate III from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5ae963defde2f125
10897.0,Plate IV from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ac447b79df072153
10898.0,Plate V from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4964e707d3242527
10899.0,Plate VI from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=662eff59cf1b032a
10900.0,Plate VII from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=738b8679bf20a184
10901.0,Plate VIII from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e22db89be071aca6
10902.0,Plate IX from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cb458c3f0295f472
10998.0,"Untitled, plate 1 of 9, from the portfolio, Ode à Ma Mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint,https://www.moma.org/media/W1siZiIsIjUyNzc3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bf871cf0de8eea25
11000.0,"Untitled, plate 2 of 9, from the portfolio, Ode à Ma Mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,"Drypoint, monotype, and embossing",https://www.moma.org/media/W1siZiIsIjE2MjkwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7733fdf18b074c9d
11001.0,"Untitled, plate 3 of 9, from the portfolio, Ode à ma mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint,https://www.moma.org/media/W1siZiIsIjE2MjkwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=78ca9c919ff9176c
11002.0,"Untitled, plate 4 of 9, from the portfolio, Ode à Ma Mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint,https://www.moma.org/media/W1siZiIsIjE2MjkwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9d09ffe5d6a70139
11003.0,"Untitled, plate 5 of 9, from the portfolio, Ode à Ma Mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint,https://www.moma.org/media/W1siZiIsIjE2MjkwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c5c707de609ace2f
11004.0,"Untitled, plate 6 of 9, from the portfolio, Ode à Ma Mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint,https://www.moma.org/media/W1siZiIsIjE2MjkwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=922cf2b18092a09d
11005.0,"Untitled, plate 7 of 9, from the portfolio, Ode à Ma Mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint,https://www.moma.org/media/W1siZiIsIjE2MjkwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=32cac58d7926e5be
11006.0,"Untitled, plate 8 of 9, from the portfolio, Ode à Ma Mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint and roulette,https://www.moma.org/media/W1siZiIsIjUyNzc3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=637f9afb821c27a9
11007.0,"Untitled, plate 9 of 9, from the portfolio, Ode à Ma Mère",Print,1995,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint,https://www.moma.org/media/W1siZiIsIjUyNzc3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=af4efab622c47c26
11612.0,Elderly Men (Ältere Herren) from Das graphische Werk von Emil Nolde 1920-1925,Print,1926,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph,https://www.moma.org/media/W1siZiIsIjExMzUyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2089cf59621b1f7d
11614.0,Mythical Creatures (Fabelwesen) from Das graphische Werk von Emil Nolde 1910-1925,Print,1926,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph,https://www.moma.org/media/W1siZiIsIjExMzUyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=61e989541faefbda
11638.0,"Trial proof for Christ Laying On His Hands, rejected plate from Miserere",Print,1922,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Aquatint and drypoint with roulette over photogravure,https://www.moma.org/media/W1siZiIsIjIxOTg1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2a32d0bde475f2c3
11784.0,Cover for Babylone d'Allemagne,Print,1894,"Конец XIX в. (Импрессионизм, Постимпрессионизм)","Импрессионизм, Постимпрессионизм",Lithograph,https://www.moma.org/media/W1siZiIsIjUxNzQzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cee75f7287f0b5cc
12135.0,"Portfolio 1, Folder 1 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ac37896b2f66f754
12136.0,"Portfolio 1, Folder 2 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4e719d5dc6de05fc
12137.0,"Portfolio 1, Folder 3 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=20e0f5a1abc5770f
12138.0,"Portfolio 1, Folder 4 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=62e69a3a5eb02516
12139.0,"Portfolio 1, Folder 5 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=61260eb4fc824c06
12140.0,"Portfolio 1, Folder 6 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2d37eccf8e576c7d
12141.0,"Portfolio 1, Folder 7 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8524dfee3846cd4a
12142.0,"Portfolio 1, Folder 8 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=46ade534d0b00c98
12143.0,"Portfolio 1, Folder 9 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9873bf98dad679e3
12145.0,"Portfolio 1, Folder 11 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b0cb7bfaf391ad7d
12146.0,"Portfolio 1, Folder 12 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a8121b2bfff94d97
12147.0,"Portfolio 1, Folder 13 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d232a8320372df42
12148.0,"Portfolio 1, Folder 14 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a97c249d4451b6e7
12149.0,"Portfolio 1, Folder 15 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=72ffa5ddfc9b6522
12150.0,"Portfolio 1, Folder 16 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a4255fbbbf46d687
12151.0,"Portfolio 1, Folder 17 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=60b8011574f5b143
12152.0,"Portfolio 1, Folder 18 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5e2d4f0be1b83934
12153.0,"Portfolio 1, Folder 19 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ca2c3a21ac338374
12154.0,"Portfolio 1, Folder 20 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c6583da811ad40cb
12155.0,"Portfolio 1, Folder 21 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=32b07b6d07aaefca
12156.0,"Portfolio 1, Folder 22 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=988f5ccb435c918b
12157.0,"Portfolio 1, Folder 23 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3cde2555c32264b1
12158.0,"Portfolio 1, Folder 24 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=84dbbf2fc2d8a878
12159.0,"Portfolio 1, Folder 25 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=91156596324123cf
12160.0,"Portfolio 1, Folder 26 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8052a4e1b8c7c49f
12161.0,"Portfolio 1, Folder 27 from Formulation: Articulation",Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Screenprinted folder from a two-part portfolio of 66 screenprinted folders,https://www.moma.org/media/W1siZiIsIjYyMDQ5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=143b6c0ddf4b9843
